Year,Month_Name,Date,State,Vehicle_Class,Vehicle_Category,Vehicle_Type,EV_Sales_Quantity
2014,jan,2014-01-01,Andhra Pradesh,BUS,Bus,Bus,0.0
2014,jan,2014-01-01,Andhra Pradesh,M-CYCLE/SCOOTER,2-Wheelers,2W_Personal,1.0
2014,jan,2014-01-01,Andhra Pradesh,MOTOR CAB,4-Wheelers,4W_Shared,0.0
2014,jan,2014-01-01,Andhra Pradesh,MOTOR CAR,4-Wheelers,4W_Personal,0.0
2014,jan,2014-01-01,Andhra Pradesh,OMNI BUS,Bus,Bus,0.0
2014,jan,2014-01-01,Andhra Pradesh,THREE WHEELER (PASSENGER),3-Wheelers,3W_Shared,0.0
2014,jan,2014-01-01,Arunachal Pradesh,BUS,Bus,Bus,0.0
2014,jan,2014-01-01,Arunachal Pradesh,M-CYCLE/SCOOTER,2-Wheelers,2W_Personal,0.0
2014,jan,2014-01-01,Arunachal Pradesh,MOPED,2-Wheelers,2W_Personal,0.0
2014,jan,2014-01-01,Arunachal Pradesh,MOTOR CAB,4-Wheelers,4W_Shared,0.0
2014,jan,2014-01-01,Arunachal Pradesh,MOTOR CAR,4-Wheelers,4W_Personal,0.0
2014,jan,2014-01-01,Arunachal Pradesh,THREE WHEELER (PASSENGER),3-Wheelers,3W_Shared,0.0
2014,jan,2014-01-01,Assam,BUS,Bus,Bus,0.0
2014,jan,2014-01-01,Assam,M-CYCLE/SCOOTER,2-Wheelers,2W_Personal,0.0
2014,jan,2014-01-01,Assam,MOPED,2-Wheelers,2W_Personal,0.0
2014,jan,2014-01-01,Assam,MOTOR CAB,4-Wheelers,4W_Shared,0.0
2014,jan,2014-01-01,Assam,MOTOR CAR,4-Wheelers,4W_Personal,0.0
2014,jan,2014-01-01,Assam,THREE WHEELER (PASSENGER),3-Wheelers,3W_Shared,0.0
2014,jan,2014-01-01,Andaman & Nicobar Island,BUS,Bus,Bus,0.0
2014,jan,2014-01-01,Andaman & Nicobar Island,M-CYCLE/SCOOTER,2-Wheelers,2W_Personal,0.0
2014,jan,2014-01-01,Andaman & Nicobar Island,MOPED,2-Wheelers,2W_Personal,0.0
2014,jan,2014-01-01,Andaman & Nicobar Island,MOTOR CAB,4-Wheelers,4W_Shared,0.0
2014,jan,2014-01-01,Andaman & Nicobar Island,MOTOR CAR,4-Wheelers,4W_Personal,0.0
2014,jan,2014-01-01,Andaman & Nicobar Island,THREE WHEELER (PASSENGER),3-Wheelers,3W_Shared,0.0
2014,jan,2014-01-01,Bihar,BUS,Bus,Bus,0.0
2014,jan,2014-01-01,Bihar,M-CYCLE/SCOOTER,2-Wheelers,2W_Personal,0.0
2014,jan,2014-01-01,Bihar,M-CYCLE/SCOOTER-WITH SIDE CAR,2-Wheelers,2W_Personal,0.0
2014,jan,2014-01-01,Bihar,MOPED,2-Wheelers,2W_Personal,0.0
2014,jan,2014-01-01,Bihar,MOTOR CAB,4-Wheelers,4W_Shared,0.0
2014,jan,2014-01-01,Bihar,MOTOR CAR,4-Wheelers,4W_Personal,0.0
2014,jan,2014-01-01,Bihar,THREE WHEELER (PASSENGER),3-Wheelers,3W_Shared,0.0
2014,jan,2014-01-01,Chhattisgarh,BUS,Bus,Bus,0.0
2014,jan,2014-01-01,Chhattisgarh,M-CYCLE/SCOOTER,2-Wheelers,2W_Personal,10.0
2014,jan,2014-01-01,Chhattisgarh,MOPED,2-Wheelers,2W_Personal,0.0
2014,jan,2014-01-01,Chhattisgarh,MOTOR CAB,4-Wheelers,4W_Shared,0.0
2014,jan,2014-01-01,Chhattisgarh,MOTOR CAR,4-Wheelers,4W_Personal,0.0
2014,jan,2014-01-01,Chhattisgarh,OMNI BUS,Bus,Bus,0.0
2014,jan,2014-01-01,Chhattisgarh,OMNI BUS (PRIVATE USE),Bus,Bus,0.0
2014,jan,2014-01-01,Chhattisgarh,THREE WHEELER (PASSENGER),3-Wheelers,3W_Shared,0.0
2014,jan,2014-01-01,Chandigarh,BUS,Bus,Bus,0.0
2014,jan,2014-01-01,Chandigarh,M-CYCLE/SCOOTER,2-Wheelers,2W_Personal,0.0
2014,jan,2014-01-01,Chandigarh,MOPED,2-Wheelers,2W_Personal,0.0
2014,jan,2014-01-01,Chandigarh,MOTOR CAB,4-Wheelers,4W_Shared,0.0
2014,jan,2014-01-01,Chandigarh,MOTOR CAR,4-Wheelers,4W_Personal,0.0
2014,jan,2014-01-01,Chandigarh,THREE WHEELER (PASSENGER),3-Wheelers,3W_Shared,0.0
2014,jan,2014-01-01,DNH and DD,M-CYCLE/SCOOTER,2-Wheelers,2W_Personal,0.0
2014,jan,2014-01-01,DNH and DD,MOPED,2-Wheelers,2W_Personal,0.0
2014,jan,2014-01-01,DNH and DD,MOTOR CAR,4-Wheelers,4W_Personal,0.0
2014,jan,2014-01-01,DNH and DD,OMNI BUS,Bus,Bus,0.0
2014,jan,2014-01-01,DNH and DD,THREE WHEELER (PASSENGER),3-Wheelers,3W_Shared,0.0
2014,jan,2014-01-01,Delhi,BUS,Bus,Bus,0.0
2014,jan,2014-01-01,Delhi,LUXURY CAB,4-Wheelers,4W_Shared,0.0
2014,jan,2014-01-01,Delhi,M-CYCLE/SCOOTER,2-Wheelers,2W_Personal,2.0
2014,jan,2014-01-01,Delhi,M-CYCLE/SCOOTER-WITH SIDE CAR,2-Wheelers,2W_Personal,0.0
2014,jan,2014-01-01,Delhi,MOPED,2-Wheelers,2W_Personal,0.0
2014,jan,2014-01-01,Delhi,MOTOR CAB,4-Wheelers,4W_Shared,0.0
2014,jan,2014-01-01,Delhi,MOTOR CAR,4-Wheelers,4W_Personal,5.0
2014,jan,2014-01-01,Delhi,THREE WHEELER (PASSENGER),3-Wheelers,3W_Shared,0.0
2014,jan,2014-01-01,Goa,BUS,Bus,Bus,0.0
2014,jan,2014-01-01,Goa,M-CYCLE/SCOOTER,2-Wheelers,2W_Personal,0.0
2014,jan,2014-01-01,Goa,MOPED,2-Wheelers,2W_Personal,0.0
2014,jan,2014-01-01,Goa,MOTOR CAB,4-Wheelers,4W_Shared,0.0
2014,jan,2014-01-01,Goa,MOTOR CAR,4-Wheelers,4W_Personal,1.0
2014,jan,2014-01-01,Goa,THREE WHEELER (PASSENGER),3-Wheelers,3W_Shared,0.0
2014,jan,2014-01-01,Gujarat,BUS,Bus,Bus,0.0
2014,jan,2014-01-01,Gujarat,M-CYCLE/SCOOTER,2-Wheelers,2W_Personal,14.0
2014,jan,2014-01-01,Gujarat,MOPED,2-Wheelers,2W_Personal,0.0
2014,jan,2014-01-01,Gujarat,MOTOR CAB,4-Wheelers,4W_Shared,0.0
2014,jan,2014-01-01,Gujarat,MOTOR CAR,4-Wheelers,4W_Personal,0.0
2014,jan,2014-01-01,Gujarat,OMNI BUS,Bus,Bus,0.0
2014,jan,2014-01-01,Gujarat,THREE WHEELER (PASSENGER),3-Wheelers,3W_Shared,0.0
2014,jan,2014-01-01,Himachal Pradesh,BUS,Bus,Bus,0.0
2014,jan,2014-01-01,Himachal Pradesh,M-CYCLE/SCOOTER,2-Wheelers,2W_Personal,0.0
2014,jan,2014-01-01,Himachal Pradesh,MOPED,2-Wheelers,2W_Personal,0.0
2014,jan,2014-01-01,Himachal Pradesh,MOTOR CAB,4-Wheelers,4W_Shared,0.0
2014,jan,2014-01-01,Himachal Pradesh,MOTOR CAR,4-Wheelers,4W_Personal,1.0
2014,jan,2014-01-01,Himachal Pradesh,OMNI BUS,Bus,Bus,0.0
2014,jan,2014-01-01,Himachal Pradesh,OMNI BUS (PRIVATE USE),Bus,Bus,0.0
2014,jan,2014-01-01,Himachal Pradesh,THREE WHEELER (PASSENGER),3-Wheelers,3W_Shared,0.0
2014,jan,2014-01-01,Haryana,BUS,Bus,Bus,0.0
2014,jan,2014-01-01,Haryana,M-CYCLE/SCOOTER,2-Wheelers,2W_Personal,0.0
2014,jan,2014-01-01,Haryana,MOPED,2-Wheelers,2W_Personal,0.0
2014,jan,2014-01-01,Haryana,MOTOR CAB,4-Wheelers,4W_Shared,0.0
2014,jan,2014-01-01,Haryana,MOTOR CAR,4-Wheelers,4W_Personal,1.0
2014,jan,2014-01-01,Haryana,OMNI BUS,Bus,Bus,0.0
2014,jan,2014-01-01,Haryana,THREE WHEELER (PASSENGER),3-Wheelers,3W_Shared,0.0
2014,jan,2014-01-01,Jharkhand,BUS,Bus,Bus,0.0
2014,jan,2014-01-01,Jharkhand,M-CYCLE/SCOOTER,2-Wheelers,2W_Personal,0.0
2014,jan,2014-01-01,Jharkhand,MOPED,2-Wheelers,2W_Personal,0.0
2014,jan,2014-01-01,Jharkhand,MOTOR CAB,4-Wheelers,4W_Shared,0.0
2014,jan,2014-01-01,Jharkhand,MOTOR CAR,4-Wheelers,4W_Personal,0.0
2014,jan,2014-01-01,Jharkhand,OMNI BUS (PRIVATE USE),Bus,Bus,0.0
2014,jan,2014-01-01,Jharkhand,THREE WHEELER (PASSENGER),3-Wheelers,3W_Shared,1.0
2014,jan,2014-01-01,Karnataka,BUS,Bus,Bus,0.0
2014,jan,2014-01-01,Karnataka,M-CYCLE/SCOOTER,2-Wheelers,2W_Personal,18.0
2014,jan,2014-01-01,Karnataka,M-CYCLE/SCOOTER-WITH SIDE CAR,2-Wheelers,2W_Personal,0.0
2014,jan,2014-01-01,Karnataka,MOPED,2-Wheelers,2W_Personal,6.0
2014,jan,2014-01-01,Karnataka,MOTOR CAB,4-Wheelers,4W_Shared,1.0
2014,jan,2014-01-01,Karnataka,MOTOR CAR,4-Wheelers,4W_Personal,19.0
2014,jan,2014-01-01,Karnataka,MOTORISED CYCLE (CC > 25CC),2-Wheelers,2W_Personal,0.0
2014,jan,2014-01-01,Karnataka,OMNI BUS,Bus,Bus,0.0
2014,jan,2014-01-01,Karnataka,OMNI BUS (PRIVATE USE),Bus,Bus,0.0
2014,jan,2014-01-01,Karnataka,THREE WHEELER (PASSENGER),3-Wheelers,3W_Shared,0.0
2014,jan,2014-01-01,Kerala,BUS,Bus,Bus,0.0
2014,jan,2014-01-01,Kerala,M-CYCLE/SCOOTER,2-Wheelers,2W_Personal,3.0
2014,jan,2014-01-01,Kerala,MOTOR CAB,4-Wheelers,4W_Shared,0.0
2014,jan,2014-01-01,Kerala,MOTOR CAR,4-Wheelers,4W_Personal,1.0
2014,jan,2014-01-01,Kerala,OMNI BUS (PRIVATE USE),Bus,Bus,0.0
2014,jan,2014-01-01,Kerala,THREE WHEELER (PASSENGER),3-Wheelers,3W_Shared,0.0
2014,jan,2014-01-01,Ladakh,MOTOR CAB,4-Wheelers,4W_Shared,0.0
2014,jan,2014-01-01,Ladakh,MOTOR CAR,4-Wheelers,4W_Personal,0.0
2014,jan,2014-01-01,Maharashtra,BUS,Bus,Bus,0.0
2014,jan,2014-01-01,Maharashtra,M-CYCLE/SCOOTER,2-Wheelers,2W_Personal,78.0
2014,jan,2014-01-01,Maharashtra,M-CYCLE/SCOOTER-WITH SIDE CAR,2-Wheelers,2W_Personal,0.0
2014,jan,2014-01-01,Maharashtra,MOPED,2-Wheelers,2W_Personal,4.0
2014,jan,2014-01-01,Maharashtra,MOTOR CAB,4-Wheelers,4W_Shared,0.0
2014,jan,2014-01-01,Maharashtra,MOTOR CAR,4-Wheelers,4W_Personal,3.0
2014,jan,2014-01-01,Maharashtra,MOTORISED CYCLE (CC > 25CC),2-Wheelers,2W_Personal,0.0
2014,jan,2014-01-01,Maharashtra,OMNI BUS,Bus,Bus,0.0
2014,jan,2014-01-01,Maharashtra,OMNI BUS (PRIVATE USE),Bus,Bus,0.0
2014,jan,2014-01-01,Maharashtra,THREE WHEELER (PASSENGER),3-Wheelers,3W_Shared,0.0
2014,jan,2014-01-01,Meghalaya,BUS,Bus,Bus,0.0
2014,jan,2014-01-01,Meghalaya,M-CYCLE/SCOOTER,2-Wheelers,2W_Personal,0.0
2014,jan,2014-01-01,Meghalaya,MOPED,2-Wheelers,2W_Personal,0.0
2014,jan,2014-01-01,Meghalaya,MOTOR CAB,4-Wheelers,4W_Shared,0.0
2014,jan,2014-01-01,Meghalaya,MOTOR CAR,4-Wheelers,4W_Personal,0.0
2014,jan,2014-01-01,Meghalaya,THREE WHEELER (PASSENGER),3-Wheelers,3W_Shared,0.0
2014,jan,2014-01-01,Madhya Pradesh,BUS,Bus,Bus,0.0
2014,jan,2014-01-01,Madhya Pradesh,M-CYCLE/SCOOTER,2-Wheelers,2W_Personal,4.0
2014,jan,2014-01-01,Madhya Pradesh,MOPED,2-Wheelers,2W_Personal,0.0
2014,jan,2014-01-01,Madhya Pradesh,MOTOR CAB,4-Wheelers,4W_Shared,0.0
2014,jan,2014-01-01,Madhya Pradesh,MOTOR CAR,4-Wheelers,4W_Personal,0.0
2014,jan,2014-01-01,Madhya Pradesh,OMNI BUS (PRIVATE USE),Bus,Bus,0.0
2014,jan,2014-01-01,Madhya Pradesh,THREE WHEELER (PASSENGER),3-Wheelers,3W_Shared,0.0
2014,jan,2014-01-01,Mizoram,BUS,Bus,Bus,0.0
2014,jan,2014-01-01,Mizoram,LUXURY CAB,4-Wheelers,4W_Shared,0.0
2014,jan,2014-01-01,Mizoram,M-CYCLE/SCOOTER,2-Wheelers,2W_Personal,0.0
2014,jan,2014-01-01,Mizoram,MOPED,2-Wheelers,2W_Personal,0.0
2014,jan,2014-01-01,Mizoram,MOTOR CAB,4-Wheelers,4W_Shared,0.0
2014,jan,2014-01-01,Mizoram,MOTOR CAR,4-Wheelers,4W_Personal,0.0
2014,jan,2014-01-01,Mizoram,THREE WHEELER (PASSENGER),3-Wheelers,3W_Shared,0.0
2014,jan,2014-01-01,Nagaland,BUS,Bus,Bus,0.0
2014,jan,2014-01-01,Nagaland,M-CYCLE/SCOOTER,2-Wheelers,2W_Personal,0.0
2014,jan,2014-01-01,Nagaland,MOPED,2-Wheelers,2W_Personal,0.0
2014,jan,2014-01-01,Nagaland,MOTOR CAB,4-Wheelers,4W_Shared,0.0
2014,jan,2014-01-01,Nagaland,MOTOR CAR,4-Wheelers,4W_Personal,0.0
2014,jan,2014-01-01,Nagaland,THREE WHEELER (PASSENGER),3-Wheelers,3W_Shared,0.0
2014,jan,2014-01-01,Odisha,BUS,Bus,Bus,0.0
2014,jan,2014-01-01,Odisha,LUXURY CAB,4-Wheelers,4W_Shared,0.0
2014,jan,2014-01-01,Odisha,M-CYCLE/SCOOTER,2-Wheelers,2W_Personal,2.0
2014,jan,2014-01-01,Odisha,M-CYCLE/SCOOTER-WITH SIDE CAR,2-Wheelers,2W_Personal,0.0
2014,jan,2014-01-01,Odisha,MOPED,2-Wheelers,2W_Personal,3.0
2014,jan,2014-01-01,Odisha,MOTOR CAB,4-Wheelers,4W_Shared,0.0
2014,jan,2014-01-01,Odisha,MOTOR CAR,4-Wheelers,4W_Personal,0.0
2014,jan,2014-01-01,Odisha,OMNI BUS,Bus,Bus,0.0
2014,jan,2014-01-01,Odisha,OMNI BUS (PRIVATE USE),Bus,Bus,0.0
2014,jan,2014-01-01,Odisha,THREE WHEELER (PASSENGER),3-Wheelers,3W_Shared,1.0
2014,jan,2014-01-01,Punjab,BUS,Bus,Bus,0.0
2014,jan,2014-01-01,Punjab,M-CYCLE/SCOOTER,2-Wheelers,2W_Personal,1.0
2014,jan,2014-01-01,Punjab,MOPED,2-Wheelers,2W_Personal,4.0
2014,jan,2014-01-01,Punjab,MOTOR CAB,4-Wheelers,4W_Shared,0.0
2014,jan,2014-01-01,Punjab,MOTOR CAR,4-Wheelers,4W_Personal,0.0
2014,jan,2014-01-01,Punjab,OMNI BUS,Bus,Bus,0.0
2014,jan,2014-01-01,Punjab,THREE WHEELER (PASSENGER),3-Wheelers,3W_Shared,0.0
2014,jan,2014-01-01,Puducherry,M-CYCLE/SCOOTER,2-Wheelers,2W_Personal,2.0
2014,jan,2014-01-01,Puducherry,M-CYCLE/SCOOTER-WITH SIDE CAR,2-Wheelers,2W_Personal,0.0
2014,jan,2014-01-01,Puducherry,MOPED,2-Wheelers,2W_Personal,0.0
2014,jan,2014-01-01,Puducherry,MOTOR CAB,4-Wheelers,4W_Shared,0.0
2014,jan,2014-01-01,Puducherry,MOTOR CAR,4-Wheelers,4W_Personal,0.0
2014,jan,2014-01-01,Puducherry,OMNI BUS,Bus,Bus,0.0
2014,jan,2014-01-01,Puducherry,THREE WHEELER (PASSENGER),3-Wheelers,3W_Shared,0.0
2014,jan,2014-01-01,Rajasthan,BUS,Bus,Bus,0.0
2014,jan,2014-01-01,Rajasthan,M-CYCLE/SCOOTER,2-Wheelers,2W_Personal,4.0
2014,jan,2014-01-01,Rajasthan,M-CYCLE/SCOOTER-WITH SIDE CAR,2-Wheelers,2W_Personal,0.0
2014,jan,2014-01-01,Rajasthan,MOPED,2-Wheelers,2W_Personal,0.0
2014,jan,2014-01-01,Rajasthan,MOTOR CAB,4-Wheelers,4W_Shared,0.0
2014,jan,2014-01-01,Rajasthan,MOTOR CAR,4-Wheelers,4W_Personal,0.0
2014,jan,2014-01-01,Rajasthan,MOTORISED CYCLE (CC > 25CC),2-Wheelers,2W_Personal,0.0
2014,jan,2014-01-01,Rajasthan,OMNI BUS,Bus,Bus,0.0
2014,jan,2014-01-01,Rajasthan,OMNI BUS (PRIVATE USE),Bus,Bus,0.0
2014,jan,2014-01-01,Rajasthan,THREE WHEELER (PASSENGER),3-Wheelers,3W_Shared,0.0
2014,jan,2014-01-01,Sikkim,BUS,Bus,Bus,0.0
2014,jan,2014-01-01,Sikkim,LUXURY CAB,4-Wheelers,4W_Shared,0.0
2014,jan,2014-01-01,Sikkim,M-CYCLE/SCOOTER,2-Wheelers,2W_Personal,0.0
2014,jan,2014-01-01,Sikkim,MOTOR CAB,4-Wheelers,4W_Shared,0.0
2014,jan,2014-01-01,Sikkim,MOTOR CAR,4-Wheelers,4W_Personal,0.0
2014,jan,2014-01-01,Sikkim,MOTORISED CYCLE (CC > 25CC),2-Wheelers,2W_Personal,0.0
2014,jan,2014-01-01,Tamil Nadu,BUS,Bus,Bus,0.0
2014,jan,2014-01-01,Tamil Nadu,M-CYCLE/SCOOTER,2-Wheelers,2W_Personal,7.0
2014,jan,2014-01-01,Tamil Nadu,M-CYCLE/SCOOTER-WITH SIDE CAR,2-Wheelers,2W_Personal,0.0
2014,jan,2014-01-01,Tamil Nadu,MOPED,2-Wheelers,2W_Personal,2.0
2014,jan,2014-01-01,Tamil Nadu,MOTOR CAB,4-Wheelers,4W_Shared,0.0
2014,jan,2014-01-01,Tamil Nadu,MOTOR CAR,4-Wheelers,4W_Personal,1.0
2014,jan,2014-01-01,Tamil Nadu,MOTORISED CYCLE (CC > 25CC),2-Wheelers,2W_Personal,0.0
2014,jan,2014-01-01,Tamil Nadu,OMNI BUS,Bus,Bus,0.0
2014,jan,2014-01-01,Tamil Nadu,OMNI BUS (PRIVATE USE),Bus,Bus,0.0
2014,jan,2014-01-01,Tamil Nadu,THREE WHEELER (PASSENGER),3-Wheelers,3W_Shared,0.0
2014,jan,2014-01-01,Tripura,BUS,Bus,Bus,0.0
2014,jan,2014-01-01,Tripura,M-CYCLE/SCOOTER,2-Wheelers,2W_Personal,0.0
2014,jan,2014-01-01,Tripura,MOPED,2-Wheelers,2W_Personal,0.0
2014,jan,2014-01-01,Tripura,MOTOR CAB,4-Wheelers,4W_Shared,0.0
2014,jan,2014-01-01,Tripura,MOTOR CAR,4-Wheelers,4W_Personal,0.0
2014,jan,2014-01-01,Tripura,THREE WHEELER (PASSENGER),3-Wheelers,3W_Shared,0.0
2014,jan,2014-01-01,Uttarakhand,BUS,Bus,Bus,0.0
2014,jan,2014-01-01,Uttarakhand,M-CYCLE/SCOOTER,2-Wheelers,2W_Personal,3.0
2014,jan,2014-01-01,Uttarakhand,MOPED,2-Wheelers,2W_Personal,0.0
2014,jan,2014-01-01,Uttarakhand,MOTOR CAB,4-Wheelers,4W_Shared,0.0
2014,jan,2014-01-01,Uttarakhand,MOTOR CAR,4-Wheelers,4W_Personal,0.0
2014,jan,2014-01-01,Uttarakhand,OMNI BUS,Bus,Bus,0.0
2014,jan,2014-01-01,Uttarakhand,OMNI BUS (PRIVATE USE),Bus,Bus,0.0
2014,jan,2014-01-01,Uttarakhand,THREE WHEELER (PASSENGER),3-Wheelers,3W_Shared,0.0
2014,jan,2014-01-01,Uttar Pradesh,BUS,Bus,Bus,0.0
2014,jan,2014-01-01,Uttar Pradesh,LUXURY CAB,4-Wheelers,4W_Shared,0.0
2014,jan,2014-01-01,Uttar Pradesh,M-CYCLE/SCOOTER,2-Wheelers,2W_Personal,6.0
2014,jan,2014-01-01,Uttar Pradesh,M-CYCLE/SCOOTER-WITH SIDE CAR,2-Wheelers,2W_Personal,0.0
2014,jan,2014-01-01,Uttar Pradesh,MOPED,2-Wheelers,2W_Personal,0.0
2014,jan,2014-01-01,Uttar Pradesh,MOTOR CAB,4-Wheelers,4W_Shared,0.0
2014,jan,2014-01-01,Uttar Pradesh,MOTOR CAR,4-Wheelers,4W_Personal,0.0
2014,jan,2014-01-01,Uttar Pradesh,MOTORISED CYCLE (CC > 25CC),2-Wheelers,2W_Personal,0.0
2014,jan,2014-01-01,Uttar Pradesh,OMNI BUS,Bus,Bus,0.0
2014,jan,2014-01-01,Uttar Pradesh,OMNI BUS (PRIVATE USE),Bus,Bus,0.0
2014,jan,2014-01-01,Uttar Pradesh,THREE WHEELER (PASSENGER),3-Wheelers,3W_Shared,0.0
2014,jan,2014-01-01,West Bengal,BUS,Bus,Bus,0.0
2014,jan,2014-01-01,West Bengal,LUXURY CAB,4-Wheelers,4W_Shared,0.0
2014,jan,2014-01-01,West Bengal,M-CYCLE/SCOOTER,2-Wheelers,2W_Personal,0.0
2014,jan,2014-01-01,West Bengal,M-CYCLE/SCOOTER-WITH SIDE CAR,2-Wheelers,2W_Personal,0.0
2014,jan,2014-01-01,West Bengal,MOPED,2-Wheelers,2W_Personal,0.0
2014,jan,2014-01-01,West Bengal,MOTOR CAB,4-Wheelers,4W_Shared,0.0
2014,jan,2014-01-01,West Bengal,MOTOR CAR,4-Wheelers,4W_Personal,1.0
2014,jan,2014-01-01,West Bengal,OMNI BUS,Bus,Bus,0.0
2014,jan,2014-01-01,West Bengal,OMNI BUS (PRIVATE USE),Bus,Bus,0.0
2014,jan,2014-01-01,West Bengal,THREE WHEELER (PASSENGER),3-Wheelers,3W_Shared,0.0
2014,jan,2014-01-01,Jammu and Kashmir,BUS,Bus,Bus,0.0
2014,jan,2014-01-01,Jammu and Kashmir,M-CYCLE/SCOOTER,2-Wheelers,2W_Personal,0.0
2014,jan,2014-01-01,Jammu and Kashmir,MOPED,2-Wheelers,2W_Personal,0.0
2014,jan,2014-01-01,Jammu and Kashmir,MOTOR CAB,4-Wheelers,4W_Shared,0.0
2014,jan,2014-01-01,Jammu and Kashmir,MOTOR CAR,4-Wheelers,4W_Personal,0.0
2014,jan,2014-01-01,Jammu and Kashmir,OMNI BUS,Bus,Bus,0.0
2014,jan,2014-01-01,Jammu and Kashmir,THREE WHEELER (PASSENGER),3-Wheelers,3W_Shared,0.0
2014,jan,2014-01-01,Manipur,BUS,Bus,Bus,0.0
2014,jan,2014-01-01,Manipur,M-CYCLE/SCOOTER,2-Wheelers,2W_Personal,0.0
2014,jan,2014-01-01,Manipur,MOPED,2-Wheelers,2W_Personal,0.0
2014,jan,2014-01-01,Manipur,MOTOR CAB,4-Wheelers,4W_Shared,0.0
2014,jan,2014-01-01,Manipur,MOTOR CAR,4-Wheelers,4W_Personal,0.0
2014,jan,2014-01-01,Manipur,OMNI BUS,Bus,Bus,0.0
2014,jan,2014-01-01,Manipur,THREE WHEELER (PASSENGER),3-Wheelers,3W_Shared,0.0
2015,jan,2015-01-01,Andhra Pradesh,BUS,Bus,Bus,0.0
2015,jan,2015-01-01,Andhra Pradesh,M-CYCLE/SCOOTER,2-Wheelers,2W_Personal,1.0
2015,jan,2015-01-01,Andhra Pradesh,M-CYCLE/SCOOTER-WITH SIDE CAR,2-Wheelers,2W_Personal,0.0
2015,jan,2015-01-01,Andhra Pradesh,MOTOR CAB,4-Wheelers,4W_Shared,0.0
2015,jan,2015-01-01,Andhra Pradesh,MOTOR CAR,4-Wheelers,4W_Personal,0.0
2015,jan,2015-01-01,Andhra Pradesh,OMNI BUS,Bus,Bus,0.0
2015,jan,2015-01-01,Andhra Pradesh,THREE WHEELER (PASSENGER),3-Wheelers,3W_Shared,0.0
2015,jan,2015-01-01,Arunachal Pradesh,BUS,Bus,Bus,0.0
2015,jan,2015-01-01,Arunachal Pradesh,M-CYCLE/SCOOTER,2-Wheelers,2W_Personal,0.0
2015,jan,2015-01-01,Arunachal Pradesh,MOPED,2-Wheelers,2W_Personal,0.0
2015,jan,2015-01-01,Arunachal Pradesh,MOTOR CAB,4-Wheelers,4W_Shared,0.0
2015,jan,2015-01-01,Arunachal Pradesh,MOTOR CAR,4-Wheelers,4W_Personal,0.0
2015,jan,2015-01-01,Arunachal Pradesh,THREE WHEELER (PASSENGER),3-Wheelers,3W_Shared,0.0
2015,jan,2015-01-01,Assam,BUS,Bus,Bus,0.0
2015,jan,2015-01-01,Assam,M-CYCLE/SCOOTER,2-Wheelers,2W_Personal,0.0
2015,jan,2015-01-01,Assam,MOPED,2-Wheelers,2W_Personal,0.0
2015,jan,2015-01-01,Assam,MOTOR CAB,4-Wheelers,4W_Shared,0.0
2015,jan,2015-01-01,Assam,MOTOR CAR,4-Wheelers,4W_Personal,0.0
2015,jan,2015-01-01,Assam,THREE WHEELER (PASSENGER),3-Wheelers,3W_Shared,0.0
2015,jan,2015-01-01,Andaman & Nicobar Island,BUS,Bus,Bus,0.0
2015,jan,2015-01-01,Andaman & Nicobar Island,M-CYCLE/SCOOTER,2-Wheelers,2W_Personal,0.0
2015,jan,2015-01-01,Andaman & Nicobar Island,MOPED,2-Wheelers,2W_Personal,0.0
2015,jan,2015-01-01,Andaman & Nicobar Island,MOTOR CAB,4-Wheelers,4W_Shared,0.0
2015,jan,2015-01-01,Andaman & Nicobar Island,MOTOR CAR,4-Wheelers,4W_Personal,0.0
2015,jan,2015-01-01,Andaman & Nicobar Island,THREE WHEELER (PASSENGER),3-Wheelers,3W_Shared,0.0
2015,jan,2015-01-01,Bihar,BUS,Bus,Bus,0.0
2015,jan,2015-01-01,Bihar,M-CYCLE/SCOOTER,2-Wheelers,2W_Personal,0.0
2015,jan,2015-01-01,Bihar,MOPED,2-Wheelers,2W_Personal,0.0
2015,jan,2015-01-01,Bihar,MOTOR CAB,4-Wheelers,4W_Shared,0.0
2015,jan,2015-01-01,Bihar,MOTOR CAR,4-Wheelers,4W_Personal,0.0
2015,jan,2015-01-01,Bihar,OMNI BUS,Bus,Bus,0.0
2015,jan,2015-01-01,Bihar,THREE WHEELER (PASSENGER),3-Wheelers,3W_Shared,0.0
2015,jan,2015-01-01,Chhattisgarh,BUS,Bus,Bus,0.0
2015,jan,2015-01-01,Chhattisgarh,M-CYCLE/SCOOTER,2-Wheelers,2W_Personal,6.0
2015,jan,2015-01-01,Chhattisgarh,MOPED,2-Wheelers,2W_Personal,0.0
2015,jan,2015-01-01,Chhattisgarh,MOTOR CAB,4-Wheelers,4W_Shared,0.0
2015,jan,2015-01-01,Chhattisgarh,MOTOR CAR,4-Wheelers,4W_Personal,0.0
2015,jan,2015-01-01,Chhattisgarh,OMNI BUS (PRIVATE USE),Bus,Bus,0.0
2015,jan,2015-01-01,Chhattisgarh,THREE WHEELER (PASSENGER),3-Wheelers,3W_Shared,0.0
2015,jan,2015-01-01,Chandigarh,BUS,Bus,Bus,0.0
2015,jan,2015-01-01,Chandigarh,M-CYCLE/SCOOTER,2-Wheelers,2W_Personal,0.0
2015,jan,2015-01-01,Chandigarh,MOPED,2-Wheelers,2W_Personal,0.0
